loan_id,age,income_annual,employment_years,loan_amount,loan_term_months,credit_score,debt_to_income_ratio,home_ownership,loan_purpose,num_prior_loans,has_collateral,education_level,defaulted
L0001260,45,73113.0,4.3,24256.0,12,747,0.438,rent,home-improvement,1,0,high-school,0
L0001261,52,68327.0,,45648.0,12,592,0.182,rent,debt-consolidation,2,1,bachelor,0
L0001262,69,37535.0,3.6,15686.0,36,616,0.344,mortgage,debt-consolidation,1,1,bachelor,0
L0001263,58,37622.0,2.5,6195.0,60,679,0.185,rent,car,2,0,bachelor,0
L0001264,58,47957.0,8.2,47462.0,24,622,0.13,mortgage,car,2,0,high-school,1
L0001265,61,74756.0,6.3,53881.0,60,715,0.458,rent,other,4,1,high-school,0
L0001266,21,68960.0,6.8,49734.0,36,709,0.261,rent,credit-card,1,0,high-school,0
L0001267,62,72081.0,0.6,27945.0,48,740,0.12,own,debt-consolidation,0,0,bachelor,1
L0001268,50,48234.0,10.2,27752.0,36,729,0.38,rent,car,3,1,phd,0
L0001269,48,85095.0,1.4,19909.0,36,705,0.165,rent,debt-consolidation,2,0,bachelor,0
L0001270,67,63356.0,2.3,29099.0,24,683,0.302,mortgage,credit-card,1,1,high-school,0
L0001271,55,41522.0,5.0,4011.0,36,738,0.286,own,debt-consolidation,1,0,high-school,0
L0001272,49,48121.0,2.8,40868.0,60,689,0.196,own,home-improvement,0,0,bachelor,0
L0001273,68,78094.0,0.1,42793.0,36,787,,rent,other,2,0,high-school,0
L0001274,48,106579.0,1.3,49434.0,36,752,0.26,mortgage,credit-card,2,0,bachelor,0
L0001275,49,24878.0,8.5,39465.0,36,670,,mortgage,car,3,0,high-school,0
L0001276,26,61065.0,4.1,12313.0,24,772,0.316,mortgage,credit-card,1,0,bachelor,0
L0001277,21,26315.0,6.9,51789.0,12,795,0.283,rent,car,0,1,bachelor,0
L0001278,39,38677.0,0.2,23765.0,60,838,0.061,mortgage,debt-consolidation,2,0,high-school,0
L0001279,21,66880.0,1.8,39105.0,48,769,0.413,rent,debt-consolidation,0,0,bachelor,0
L0001280,48,57073.0,5.7,14384.0,60,615,0.085,rent,credit-card,0,0,master,1
L0001281,58,37579.0,2.2,25769.0,60,622,0.246,mortgage,home-improvement,2,0,bachelor,1
L0001282,37,44465.0,13.2,38484.0,60,616,0.367,own,credit-card,0,1,phd,1
L0001283,23,82328.0,23.5,40057.0,24,760,0.185,mortgage,debt-consolidation,3,0,bachelor,0
L0001284,64,56143.0,3.6,19627.0,36,850,0.342,mortgage,credit-card,1,0,bachelor,0
L0001285,54,54137.0,3.8,36630.0,36,715,0.026,own,credit-card,3,1,high-school,0
L0001286,25,85711.0,2.8,2226.0,36,692,0.108,mortgage,credit-card,2,0,bachelor,0
L0001287,64,76836.0,6.8,36431.0,48,725,0.114,mortgage,car,0,0,bachelor,0
L0001288,43,45572.0,4.3,54632.0,60,729,0.22,rent,other,1,0,bachelor,0
L0001289,48,71364.0,14.1,32813.0,12,778,,rent,debt-consolidation,2,1,high-school,0
L0001290,60,48321.0,2.2,27502.0,48,648,0.175,mortgage,car,3,0,bachelor,1
L0001291,32,56557.0,5.5,29298.0,48,722,0.08,own,home-improvement,3,0,high-school,0
L0001292,30,25012.0,8.0,7023.0,48,747,0.409,mortgage,debt-consolidation,1,0,high-school,0
L0001293,66,41948.0,6.2,26418.0,24,707,0.532,mortgage,other,1,0,high-school,0
L0001294,26,58083.0,14.0,50087.0,24,580,0.446,mortgage,debt-consolidation,3,0,bachelor,1
L0001295,45,32705.0,6.9,56603.0,36,558,0.291,mortgage,credit-card,2,0,bachelor,1
L0001296,33,46712.0,2.7,12428.0,36,593,,rent,other,1,0,high-school,1
L0001297,29,26266.0,12.8,42407.0,48,767,0.046,rent,debt-consolidation,2,1,bachelor,0
L0001298,65,74315.0,3.5,31574.0,60,800,0.141,mortgage,small-business,1,0,master,0
L0001299,41,101432.0,1.7,56574.0,60,612,0.273,mortgage,debt-consolidation,2,0,bachelor,1
L0001300,69,34428.0,9.0,28362.0,24,746,0.256,rent,credit-card,1,1,bachelor,0
L0001301,58,26587.0,1.5,14726.0,36,547,0.196,rent,credit-card,3,1,bachelor,0
L0001302,52,69096.0,3.2,4614.0,48,646,0.32,rent,home-improvement,1,1,bachelor,0
L0001303,49,60543.0,5.8,45574.0,36,715,0.215,rent,debt-consolidation,3,0,bachelor,0
L0001304,28,66268.0,0.6,43731.0,24,748,0.257,rent,home-improvement,1,0,master,1
L0001305,48,74258.0,2.4,55733.0,36,642,0.274,mortgage,debt-consolidation,1,0,bachelor,0
L0001306,67,57662.0,1.1,5506.0,48,682,0.594,rent,debt-consolidation,0,1,master,0
L0001307,23,100183.0,4.4,58989.0,48,685,0.422,mortgage,home-improvement,3,1,high-school,0
L0001308,62,105406.0,3.5,12698.0,48,596,0.176,mortgage,debt-consolidation,1,0,master,0
L0001309,41,128143.0,7.3,34542.0,24,763,0.026,mortgage,debt-consolidation,1,1,high-school,0
L0001310,42,137001.0,12.7,34782.0,36,703,,mortgage,credit-card,0,0,high-school,0
L0001311,54,39273.0,3.2,4371.0,24,634,0.335,rent,other,0,0,bachelor,0
L0001312,58,87675.0,7.5,38194.0,24,685,0.34,own,small-business,2,0,master,0
L0001313,29,59005.0,1.6,21687.0,60,766,0.291,rent,debt-consolidation,0,0,master,0
L0001314,55,22933.0,9.3,50448.0,24,633,0.059,mortgage,credit-card,0,0,master,0
L0001315,69,68402.0,13.5,32885.0,48,609,0.119,rent,home-improvement,2,0,high-school,0
L0001316,32,39272.0,3.7,6313.0,48,612,0.22,mortgage,home-improvement,1,0,master,0
L0001317,22,54149.0,2.4,34705.0,24,850,0.179,own,credit-card,0,0,master,0
L0001318,33,32420.0,2.9,57689.0,12,752,0.372,mortgage,other,1,0,high-school,1
L0001319,33,97465.0,2.0,49426.0,36,621,0.404,mortgage,other,2,0,high-school,0
L0001320,44,36197.0,6.4,45318.0,36,697,,own,debt-consolidation,1,0,high-school,0
L0001321,22,38873.0,5.2,54388.0,36,707,0.125,rent,credit-card,0,1,master,0
L0001322,49,90501.0,1.7,42786.0,36,694,0.09,rent,credit-card,1,0,bachelor,0
L0001323,33,61312.0,4.1,11564.0,12,650,0.186,mortgage,home-improvement,2,1,high-school,0
L0001324,48,121477.0,4.0,23859.0,36,592,0.137,mortgage,debt-consolidation,1,0,high-school,0
L0001325,36,80794.0,2.4,7551.0,36,639,0.295,rent,debt-consolidation,0,0,bachelor,1
L0001326,65,88870.0,8.5,30620.0,60,654,0.391,mortgage,credit-card,2,0,high-school,0
L0001327,44,33880.0,4.8,16668.0,24,747,0.307,mortgage,small-business,2,0,master,0
L0001328,69,63378.0,5.7,43301.0,36,701,0.045,rent,debt-consolidation,1,0,bachelor,0
L0001329,63,123326.0,6.5,6563.0,36,728,0.116,mortgage,credit-card,0,1,high-school,0
L0001330,57,33202.0,7.7,6443.0,36,611,0.312,rent,home-improvement,1,0,bachelor,0
L0001331,35,54428.0,13.9,57170.0,12,672,0.382,own,credit-card,1,1,high-school,0
L0001332,62,51803.0,5.8,51303.0,24,763,0.214,rent,other,2,0,bachelor,0
L0001333,30,61297.0,4.5,22488.0,12,600,0.129,own,other,0,0,high-school,1
L0001334,60,76326.0,10.1,2358.0,24,808,0.116,own,car,1,1,high-school,0
L0001335,30,57585.0,4.3,18544.0,36,697,0.04,rent,debt-consolidation,2,0,bachelor,1
L0001336,46,134913.0,11.3,16591.0,48,735,0.11,mortgage,car,1,0,bachelor,0
L0001337,25,18773.0,2.0,45143.0,36,556,0.298,own,debt-consolidation,0,0,bachelor,1
L0001338,48,16177.0,8.1,29395.0,36,740,0.4,rent,debt-consolidation,0,0,bachelor,1
L0001339,28,48424.0,2.4,35034.0,36,629,0.14,rent,small-business,4,0,bachelor,1
L0001340,62,96221.0,1.9,53650.0,36,695,,own,small-business,0,0,bachelor,1
L0001341,35,50500.0,2.3,26140.0,48,606,0.129,rent,debt-consolidation,0,0,bachelor,0
L0001342,69,44823.0,0.9,2420.0,36,760,0.37,rent,other,1,1,high-school,0
L0001343,32,23042.0,0.6,57315.0,24,616,0.082,own,credit-card,3,0,bachelor,0
L0001344,57,47211.0,1.0,32810.0,36,723,0.331,own,credit-card,0,0,bachelor,0
L0001345,24,42689.0,2.2,8502.0,36,715,0.477,mortgage,debt-consolidation,1,1,bachelor,0
L0001346,48,50194.0,5.1,50551.0,24,709,0.09,mortgage,debt-consolidation,2,1,high-school,0
L0001347,67,50832.0,2.1,13153.0,12,677,0.244,rent,car,0,0,high-school,0
L0001348,31,73936.0,14.3,42897.0,48,728,0.079,rent,debt-consolidation,2,0,high-school,0
L0001349,24,44532.0,0.7,21570.0,60,686,0.316,own,credit-card,0,0,master,0
L0001350,50,36921.0,8.8,56332.0,48,671,0.508,rent,other,0,0,bachelor,0
L0001351,57,54622.0,6.0,35153.0,48,741,0.139,mortgage,car,0,0,high-school,0
L0001352,34,53714.0,2.4,18250.0,60,833,0.339,mortgage,home-improvement,2,0,high-school,0
L0001353,34,31203.0,3.6,23014.0,24,688,0.063,mortgage,home-improvement,0,1,high-school,0
L0001354,49,64113.0,12.0,29232.0,24,596,0.16,rent,credit-card,0,0,bachelor,0
L0001355,48,30671.0,3.9,53844.0,36,670,0.426,rent,car,2,1,bachelor,0
L0001356,34,72666.0,1.7,27092.0,60,734,0.17,rent,home-improvement,1,0,phd,0
L0001357,21,42753.0,2.0,35838.0,36,665,0.113,rent,debt-consolidation,3,1,master,0
L0001358,40,32471.0,3.4,12642.0,60,589,0.459,rent,debt-consolidation,1,1,master,1
L0001359,21,188622.0,,13046.0,60,707,0.091,mortgage,car,2,1,high-school,0
L0001360,60,56818.0,2.3,9183.0,48,676,0.371,rent,credit-card,2,0,bachelor,0
L0001361,37,87178.0,9.7,12462.0,36,646,0.236,rent,other,0,0,bachelor,0
L0001362,24,52421.0,2.7,21735.0,48,709,0.398,mortgage,car,1,0,phd,0
L0001363,55,97798.0,2.0,20546.0,48,752,0.081,mortgage,home-improvement,0,0,master,0
L0001364,56,75480.0,3.7,45255.0,36,661,0.329,own,other,1,0,phd,0
L0001365,68,47855.0,0.7,39073.0,24,746,0.28,own,debt-consolidation,0,0,bachelor,0
L0001366,58,83893.0,6.2,17088.0,12,697,0.272,mortgage,credit-card,2,0,master,0
L0001367,43,92492.0,4.0,16900.0,12,619,0.278,rent,debt-consolidation,2,0,high-school,1
L0001368,38,44919.0,,18389.0,36,554,0.141,own,debt-consolidation,2,0,bachelor,0
L0001369,54,53816.0,10.5,24571.0,36,706,0.107,rent,credit-card,0,0,bachelor,0
L0001370,29,138750.0,3.4,32265.0,24,686,0.093,rent,car,2,0,bachelor,0
L0001371,48,59190.0,3.7,41824.0,48,640,0.42,mortgage,home-improvement,1,1,master,0
L0001372,36,89398.0,7.0,35380.0,36,648,0.218,mortgage,debt-consolidation,2,0,high-school,0
L0001373,67,78624.0,1.5,20150.0,36,608,0.129,rent,other,0,0,bachelor,0
L0001374,29,88570.0,0.7,31460.0,60,708,0.423,mortgage,credit-card,1,0,master,1
L0001375,48,84900.0,1.3,52584.0,36,616,0.232,rent,credit-card,2,0,high-school,0
L0001376,34,15889.0,1.6,35071.0,36,670,0.19,own,home-improvement,1,0,bachelor,1
L0001377,34,42709.0,9.3,8198.0,60,656,0.323,rent,debt-consolidation,2,0,bachelor,0
L0001378,55,47303.0,3.8,31627.0,60,584,0.396,mortgage,credit-card,2,0,high-school,1
L0001379,55,61807.0,4.5,57686.0,36,732,0.167,own,debt-consolidation,1,0,bachelor,0
L0001380,62,36469.0,5.1,34047.0,36,677,0.126,rent,small-business,2,1,phd,0
L0001381,63,51609.0,,9734.0,24,850,0.225,mortgage,home-improvement,1,0,high-school,0
L0001382,64,30779.0,4.2,49485.0,12,629,0.218,rent,car,1,0,high-school,1
L0001383,62,21838.0,1.3,18721.0,48,815,0.418,own,debt-consolidation,1,0,bachelor,1
L0001384,27,181404.0,4.4,23690.0,36,693,0.082,mortgage,debt-consolidation,2,1,bachelor,0
L0001385,60,44660.0,14.1,58272.0,60,656,0.22,own,debt-consolidation,1,0,master,0
L0001386,64,96157.0,3.0,13597.0,36,620,0.063,rent,car,0,0,phd,0
L0001387,25,81170.0,10.8,22930.0,24,596,,rent,other,0,1,master,0
L0001388,60,44937.0,5.4,57758.0,12,644,0.033,rent,small-business,1,0,high-school,0
L0001389,43,107631.0,11.0,54056.0,36,638,0.166,own,credit-card,0,1,high-school,0
L0001390,38,36255.0,2.4,2903.0,60,660,0.19,rent,credit-card,0,0,master,0
L0001391,42,52377.0,2.1,47002.0,48,638,0.626,rent,debt-consolidation,1,0,high-school,1
L0001392,43,71315.0,0.3,8244.0,36,752,0.46,mortgage,home-improvement,1,0,bachelor,0
L0001393,69,54961.0,3.1,35803.0,12,614,0.319,mortgage,other,2,1,bachelor,1
L0001394,63,50466.0,1.8,43066.0,36,637,0.205,rent,debt-consolidation,3,0,high-school,0
L0001395,28,22492.0,,30682.0,24,671,0.396,rent,debt-consolidation,0,0,bachelor,1
L0001396,65,76598.0,5.6,59842.0,36,632,0.437,rent,credit-card,3,0,bachelor,1
L0001397,43,81775.0,0.3,31036.0,24,755,0.342,mortgage,car,2,0,bachelor,0
L0001398,63,43651.0,6.0,9805.0,12,624,0.425,rent,home-improvement,1,0,high-school,1
L0001399,56,82500.0,2.6,4109.0,60,666,0.265,rent,home-improvement,0,1,high-school,0
L0001400,55,60644.0,8.8,40860.0,48,661,0.171,mortgage,home-improvement,2,0,high-school,0
L0001401,24,89080.0,8.9,26062.0,60,662,0.178,rent,debt-consolidation,2,0,high-school,0
L0001402,40,77088.0,3.3,41187.0,24,838,0.199,own,home-improvement,0,1,high-school,0
L0001403,64,47401.0,2.3,39461.0,36,776,0.112,rent,other,2,0,bachelor,1
L0001404,37,139195.0,4.4,24362.0,36,723,0.559,own,debt-consolidation,1,1,bachelor,0
L0001405,55,36298.0,8.7,23780.0,24,708,0.055,mortgage,credit-card,3,0,master,0
L0001406,38,15000.0,,29979.0,36,817,0.179,own,car,0,0,bachelor,0
L0001407,27,16659.0,15.0,28482.0,60,675,0.142,rent,debt-consolidation,2,1,high-school,0
L0001408,41,66197.0,2.1,14561.0,36,666,0.166,rent,debt-consolidation,1,0,phd,1
L0001409,54,19552.0,2.4,2858.0,24,682,0.05,own,credit-card,0,1,bachelor,0
L0001410,66,40735.0,9.1,50121.0,12,678,0.249,mortgage,debt-consolidation,2,1,high-school,0
L0001411,52,89677.0,3.3,50495.0,12,708,0.33,rent,home-improvement,0,0,high-school,0
L0001412,43,17492.0,1.7,44598.0,36,691,0.307,own,small-business,1,0,phd,1
L0001413,26,48613.0,2.3,24692.0,36,537,0.403,mortgage,credit-card,2,1,high-school,0
L0001414,63,52369.0,4.7,31972.0,48,705,0.447,rent,credit-card,3,0,bachelor,1
L0001415,68,27084.0,13.6,4340.0,36,720,0.227,own,credit-card,2,0,high-school,0
L0001416,46,60702.0,12.6,57274.0,48,719,0.252,rent,home-improvement,0,1,master,0
L0001417,45,49656.0,8.5,20303.0,12,640,0.185,mortgage,small-business,0,1,bachelor,0
L0001418,61,71422.0,3.0,41358.0,12,589,0.226,own,home-improvement,3,0,high-school,0
L0001419,47,52942.0,2.9,28004.0,48,767,0.274,own,small-business,0,0,high-school,0
L0001420,27,43474.0,13.3,6324.0,24,663,0.19,rent,credit-card,2,0,high-school,0
L0001421,54,63752.0,2.6,42112.0,48,656,0.425,own,debt-consolidation,0,1,high-school,0
L0001422,30,95936.0,9.3,16024.0,48,645,0.486,own,debt-consolidation,3,0,high-school,1
L0001423,30,100819.0,5.6,38517.0,60,723,0.332,own,car,1,0,bachelor,0
L0001424,33,70922.0,2.4,50742.0,24,751,0.148,own,car,1,1,bachelor,0
L0001425,50,78408.0,6.5,22624.0,48,716,0.175,rent,debt-consolidation,0,0,high-school,1
L0001426,29,40309.0,5.8,51999.0,24,713,0.568,rent,debt-consolidation,2,0,high-school,0
L0001427,36,48139.0,0.6,23279.0,24,662,0.21,rent,credit-card,1,0,high-school,0
L0001428,61,66892.0,3.5,23470.0,36,657,0.219,mortgage,car,0,0,bachelor,1
L0001429,64,60527.0,4.7,54139.0,24,661,0.363,rent,car,0,0,high-school,0
L0001430,36,71313.0,5.2,43316.0,48,715,0.442,mortgage,debt-consolidation,2,0,bachelor,0
L0001431,64,103660.0,2.3,36549.0,48,649,0.16,rent,debt-consolidation,1,0,phd,0
L0001432,37,51423.0,3.6,10102.0,60,727,0.506,own,debt-consolidation,2,0,high-school,0
L0001433,58,27833.0,2.9,4671.0,24,732,0.046,mortgage,small-business,0,1,high-school,0
L0001434,22,36281.0,3.1,43436.0,24,735,0.075,rent,credit-card,2,0,high-school,0
L0001435,29,59502.0,12.1,26170.0,36,659,0.515,rent,other,3,0,bachelor,0
L0001436,36,45812.0,11.3,5960.0,48,628,0.565,mortgage,credit-card,1,1,bachelor,0
L0001437,44,31176.0,1.3,6385.0,48,690,0.221,rent,car,0,0,high-school,0
L0001438,47,53144.0,4.1,3135.0,24,655,0.18,rent,car,1,0,bachelor,1
L0001439,68,38842.0,7.4,31544.0,48,645,0.253,rent,other,1,0,master,0
L0001440,23,70514.0,2.2,47615.0,36,670,0.232,own,credit-card,0,0,bachelor,0
L0001441,38,107365.0,4.0,45257.0,24,730,0.157,own,debt-consolidation,2,1,bachelor,0
L0001442,41,91609.0,1.6,17119.0,24,629,0.365,rent,other,0,0,bachelor,1
L0001443,36,35693.0,1.3,41468.0,60,806,0.199,mortgage,credit-card,1,0,bachelor,0
L0001444,45,40954.0,4.2,57233.0,48,725,0.247,rent,other,1,0,high-school,1
L0001445,31,27102.0,1.3,48503.0,24,657,0.407,mortgage,credit-card,0,0,bachelor,1
L0001446,42,89686.0,4.9,26609.0,24,739,,rent,credit-card,1,0,high-school,0
L0001447,24,57644.0,4.5,44265.0,48,627,0.295,rent,debt-consolidation,0,0,master,0
L0001448,28,111236.0,5.7,11523.0,36,700,0.392,own,small-business,2,0,bachelor,0
L0001449,24,71248.0,1.2,47197.0,12,720,0.354,rent,home-improvement,0,0,high-school,0
L0001450,50,44337.0,0.8,14381.0,36,735,0.156,own,other,2,0,high-school,0
L0001451,29,24371.0,16.2,23933.0,36,679,,mortgage,credit-card,0,0,high-school,0
L0001452,63,62185.0,3.7,36757.0,24,614,0.481,mortgage,car,1,1,bachelor,0
L0001453,41,139773.0,6.3,34490.0,60,689,0.247,rent,small-business,3,0,high-school,0
L0001454,33,79539.0,4.3,34675.0,48,775,0.367,rent,home-improvement,1,0,master,0
L0001455,48,51149.0,3.5,47445.0,24,642,0.116,own,small-business,0,0,high-school,0
L0001456,23,79197.0,4.5,15172.0,60,640,0.168,own,credit-card,2,0,bachelor,1
L0001457,46,75307.0,2.2,52331.0,36,672,0.125,mortgage,car,1,0,bachelor,0
L0001458,47,95905.0,4.0,4063.0,24,729,0.235,rent,other,2,0,bachelor,0
L0001459,41,36890.0,8.1,10746.0,12,612,0.099,mortgage,debt-consolidation,1,0,bachelor,1
L0001460,57,65891.0,3.5,58284.0,48,646,0.117,mortgage,credit-card,0,1,bachelor,0
L0001461,63,27742.0,12.9,45988.0,36,618,0.18,mortgage,debt-consolidation,0,0,high-school,0
L0001462,56,23330.0,5.8,10646.0,36,785,0.452,own,debt-consolidation,3,0,high-school,0
L0001463,61,74296.0,1.8,28000.0,36,624,0.533,rent,home-improvement,0,0,bachelor,1
L0001464,41,94998.0,6.4,2430.0,36,697,0.362,mortgage,credit-card,2,0,bachelor,0
L0001465,40,54279.0,8.9,32228.0,12,643,0.326,rent,debt-consolidation,1,0,bachelor,1
L0001466,23,52060.0,2.9,58982.0,36,716,0.237,rent,small-business,1,0,high-school,1
L0001467,45,63413.0,5.1,39510.0,60,756,,rent,other,1,1,master,0
L0001468,67,91116.0,1.2,37343.0,48,677,0.491,rent,debt-consolidation,0,0,high-school,1
L0001469,64,81093.0,4.8,50062.0,36,742,0.201,rent,debt-consolidation,0,0,bachelor,0
L0001470,26,62809.0,2.8,35436.0,60,730,0.172,mortgage,debt-consolidation,2,1,high-school,0
L0001471,30,73829.0,1.3,39267.0,60,706,0.533,rent,credit-card,2,0,high-school,1
L0001472,64,78401.0,2.9,19253.0,48,751,0.384,own,home-improvement,1,1,phd,0
L0001473,38,33427.0,5.0,34713.0,24,846,0.058,mortgage,debt-consolidation,3,0,bachelor,1
L0001474,49,68985.0,14.7,44611.0,12,776,0.656,rent,debt-consolidation,1,1,bachelor,0
L0001475,50,30351.0,7.8,31884.0,48,578,0.052,mortgage,car,1,0,bachelor,1
L0001476,41,87958.0,10.8,25571.0,36,593,0.424,rent,car,0,0,high-school,0
L0001477,42,79332.0,9.0,14218.0,36,683,,rent,credit-card,1,0,phd,0
L0001478,62,55690.0,,16263.0,36,547,0.12,rent,other,1,1,high-school,0
L0001479,48,49851.0,3.2,55299.0,12,679,0.027,mortgage,debt-consolidation,0,0,bachelor,0
L0001480,69,90914.0,5.3,9542.0,12,583,0.312,mortgage,credit-card,0,1,bachelor,0
L0001481,22,61287.0,1.7,38508.0,24,700,0.263,rent,credit-card,1,0,high-school,1
L0001482,27,60839.0,5.2,44655.0,36,716,0.21,rent,debt-consolidation,0,0,phd,0
L0001483,45,62983.0,5.3,13591.0,36,678,0.44,rent,debt-consolidation,1,0,high-school,0
L0001484,54,65122.0,3.7,11983.0,12,665,0.524,own,debt-consolidation,1,0,bachelor,1
L0001485,67,91704.0,3.7,14121.0,36,639,0.393,mortgage,debt-consolidation,0,1,high-school,0
L0001486,66,26265.0,3.4,33768.0,24,696,0.178,own,small-business,1,1,bachelor,1
L0001487,67,51451.0,6.2,13078.0,36,604,0.328,mortgage,car,2,0,master,0
L0001488,43,21798.0,5.3,18161.0,36,626,0.047,mortgage,other,4,1,master,0
L0001489,55,64884.0,10.0,22588.0,36,718,0.052,mortgage,credit-card,1,0,master,1
L0001490,34,40602.0,11.5,4357.0,48,664,0.103,rent,credit-card,0,0,high-school,0
L0001491,66,57774.0,4.7,3623.0,12,656,0.296,rent,other,2,0,high-school,0
L0001492,62,38276.0,3.1,2389.0,24,756,0.268,mortgage,small-business,2,0,high-school,0
L0001493,58,37485.0,3.2,53300.0,36,686,0.123,rent,credit-card,0,1,high-school,0
L0001494,53,44552.0,1.6,55253.0,48,656,0.631,rent,debt-consolidation,0,0,high-school,1
L0001495,30,56210.0,2.6,35106.0,60,736,0.319,own,debt-consolidation,1,0,high-school,0
L0001496,55,73784.0,7.5,4480.0,36,626,0.098,own,debt-consolidation,0,0,high-school,1
L0001497,54,38884.0,6.4,32643.0,60,466,0.204,rent,other,0,0,bachelor,1
L0001498,36,57653.0,3.6,52912.0,36,785,0.471,mortgage,car,1,0,high-school,1
L0001499,69,65012.0,9.6,51471.0,48,606,0.111,rent,credit-card,1,0,bachelor,0
L0001500,38,43455.0,4.2,36257.0,36,805,0.17,mortgage,home-improvement,1,0,high-school,0
L0001501,53,64261.0,5.9,8805.0,36,650,0.263,own,debt-consolidation,2,0,high-school,0
L0001502,68,30229.0,2.2,21935.0,48,557,0.266,rent,other,0,0,master,1
L0001503,60,36077.0,6.8,59373.0,36,624,0.045,own,home-improvement,2,1,bachelor,1
L0001504,58,87272.0,0.9,49878.0,36,715,0.185,mortgage,small-business,1,1,bachelor,1
L0001505,55,19824.0,3.9,43621.0,48,798,0.28,mortgage,home-improvement,5,1,bachelor,0
L0001506,24,46497.0,3.4,20369.0,48,752,0.112,mortgage,home-improvement,0,1,phd,0
L0001507,22,55897.0,4.9,12779.0,24,760,0.205,own,credit-card,1,0,master,0
L0001508,56,60466.0,14.5,26825.0,24,601,0.119,mortgage,debt-consolidation,1,0,bachelor,0
L0001509,21,61509.0,2.6,15566.0,12,747,0.077,mortgage,credit-card,1,0,high-school,0
L0001510,54,49032.0,5.9,21461.0,48,673,0.202,mortgage,other,0,1,bachelor,0
L0001511,57,45662.0,6.7,49029.0,36,812,0.328,mortgage,debt-consolidation,3,0,master,0
L0001512,32,36987.0,7.0,11956.0,36,721,0.174,mortgage,debt-consolidation,1,0,high-school,0
L0001513,35,108668.0,3.6,16533.0,24,716,0.121,mortgage,car,0,1,high-school,0
L0001514,62,76579.0,1.5,16805.0,24,592,0.212,rent,home-improvement,0,0,high-school,1
L0001515,44,61806.0,5.1,55010.0,36,734,0.038,mortgage,debt-consolidation,0,0,bachelor,0
L0001516,54,52487.0,3.1,7947.0,24,646,0.217,rent,debt-consolidation,1,0,bachelor,0
L0001517,37,41402.0,5.4,28640.0,36,737,0.428,mortgage,credit-card,1,1,phd,0
L0001518,28,52971.0,2.6,55994.0,36,676,0.112,mortgage,debt-consolidation,1,1,master,1
L0001519,30,35066.0,5.9,51922.0,48,654,0.313,rent,debt-consolidation,0,0,bachelor,0
L0001520,32,100373.0,10.8,40197.0,48,725,0.227,rent,car,0,1,high-school,0
L0001521,35,36454.0,2.3,42397.0,60,700,0.076,rent,small-business,1,1,high-school,0
L0001522,55,30858.0,5.8,42601.0,60,602,0.294,mortgage,credit-card,3,0,bachelor,0
L0001523,42,206609.0,4.1,9123.0,36,795,0.194,mortgage,debt-consolidation,0,0,high-school,0
L0001524,45,50806.0,6.9,5541.0,48,675,0.042,mortgage,debt-consolidation,2,1,high-school,0
L0001525,35,36687.0,2.0,2367.0,36,750,0.214,own,debt-consolidation,0,0,high-school,0
L0001526,50,76475.0,0.7,30345.0,36,681,0.409,mortgage,debt-consolidation,0,0,bachelor,0
L0001527,68,29709.0,3.2,42681.0,36,628,0.096,own,debt-consolidation,1,1,bachelor,0
L0001528,61,39644.0,6.5,29691.0,48,676,0.419,rent,debt-consolidation,0,1,bachelor,1
L0001529,67,77725.0,3.6,2496.0,60,728,0.251,rent,debt-consolidation,2,0,bachelor,0
L0001530,42,142165.0,1.4,42758.0,24,850,0.282,rent,debt-consolidation,1,0,high-school,0
