equipment_id,asset_type,manufacturer,plant_site,criticality,rated_power_kw,rated_rpm,operating_hours,runtime_since_overhaul_hours,last_maintenance_days_ago,maintenance_type_last,num_starts_30d,load_percent,ambient_temp_c,humidity_percent,vibration_rms_mm_s,vibration_peak_g,bearing_temp_c,motor_winding_temp_c,oil_temp_c,oil_pressure_bar,oil_particle_count_iso4406,suction_pressure_bar,discharge_pressure_bar,flow_rate_m3_h,current_draw_amps,power_factor,failure_within_30d
EQ-000605,motor,Sulzer,HOU-01,C,75,3000,74793,22252,263,preventive,12,80.4,26.7,39.4,3.9,1.17,57.3,68.8,52.0,3.99,41.0,1.89,7.73,55.5,118.1,0.872,0
EQ-000606,pump,Flowserve,ROT-02,B,75,3000,49520,48647,206,predictive,11,71.9,33.0,62.2,6.3,1.77,70.9,77.5,67.3,4.32,46.0,2.49,7.75,13.6,118.6,0.916,0
EQ-000607,motor,KSB,HOU-01,C,75,3600,32228,25371,76,none,15,62.4,29.1,56.3,2.95,0.75,60.1,70.0,50.3,4.5,58.0,2.45,11.35,52.4,86.5,0.869,0
EQ-000608,compressor,Flowserve,HOU-01,A,22,3600,47153,36599,446,predictive,46,87.4,31.7,59.9,6.41,1.9,68.6,78.8,65.3,2.62,52.0,1.81,10.48,9.5,34.8,0.9,1
EQ-000609,pump,Sulzer,JUB-03,A,11,3000,62075,19651,280,preventive,10,80.3,26.0,39.4,2.85,0.73,57.2,67.7,57.3,2.55,36.0,1.61,7.05,5.0,8.8,0.917,0
EQ-000610,motor,ABB,HOU-01,B,160,3600,4705,4271,57,corrective,14,80.7,26.0,54.2,2.67,0.66,55.2,65.1,49.9,3.59,35.0,1.94,10.88,78.2,238.1,0.85,0
EQ-000611,pump,ABB,SIN-04,B,250,1800,76892,32602,359,preventive,15,77.4,16.5,64.3,4.91,1.28,50.3,61.9,48.7,3.67,52.0,1.83,8.9,146.9,379.1,0.917,0
EQ-000612,motor,WEG,SIN-04,A,160,1800,29142,15035,46,preventive,10,88.6,24.4,,2.34,0.72,59.9,73.7,53.2,4.81,52.0,1.41,9.5,111.0,269.3,0.928,0
EQ-000613,pump,ABB,HOU-01,C,22,3600,58188,18521,436,corrective,7,65.3,30.9,32.5,4.83,1.13,66.5,73.4,55.8,3.55,33.0,1.68,13.81,5.0,30.0,0.808,0
EQ-000614,motor,Flowserve,HOU-01,C,22,3600,36151,22192,334,none,7,80.1,27.4,71.3,3.85,0.96,61.4,73.9,57.7,2.79,46.0,1.75,7.91,35.1,34.9,0.839,0
EQ-000615,pump,Flowserve,SIN-04,B,11,1800,46083,29316,81,preventive,15,89.0,38.4,56.6,4.26,0.97,69.6,86.4,64.0,3.94,50.0,1.74,11.66,6.6,14.4,0.878,1
EQ-000616,motor,ABB,JUB-03,C,45,3000,66429,28644,149,corrective,11,75.1,29.0,44.2,4.8,1.4,60.8,62.8,56.6,5.27,44.0,2.28,7.7,7.6,61.1,0.963,0
EQ-000617,motor,ABB,ROT-02,C,630,3000,48795,39273,298,predictive,16,56.8,38.6,49.0,4.44,1.32,73.0,81.6,68.2,4.53,42.0,1.93,11.36,380.9,675.5,0.805,0
EQ-000618,compressor,Siemens,HOU-01,A,22,1800,64522,10460,294,corrective,41,90.5,26.7,23.6,4.52,0.93,65.2,81.7,61.0,3.0,37.0,2.27,11.86,7.2,33.5,0.861,0
EQ-000619,pump,Siemens,HOU-01,A,11,3600,51014,7241,411,none,14,86.1,28.1,46.3,4.38,1.4,59.5,69.0,50.7,3.06,41.0,2.75,13.18,5.0,26.4,0.834,0
EQ-000620,motor,Atlas-Copco,SIN-04,C,400,1500,26297,10089,391,corrective,7,75.3,28.1,59.8,3.99,1.21,61.0,74.7,56.3,3.69,52.0,2.2,12.81,218.6,570.8,0.908,0
EQ-000621,motor,Siemens,ANT-05,B,160,1500,69993,30545,148,predictive,9,72.6,27.9,52.9,3.0,0.72,55.7,69.7,50.7,3.61,46.0,2.55,10.45,93.9,219.2,0.844,0
EQ-000622,motor,Atlas-Copco,HOU-01,B,75,3000,55185,13602,105,preventive,9,81.5,27.4,54.2,2.07,0.53,60.8,72.1,61.0,4.2,52.0,2.38,10.83,35.6,114.8,0.82,0
EQ-000623,compressor,Flowserve,ANT-05,B,75,3600,4636,4501,87,preventive,44,77.0,28.0,60.9,5.25,1.57,65.2,77.4,57.8,2.55,54.0,2.32,11.95,44.2,106.8,0.94,0
EQ-000624,compressor,WEG,ROT-02,B,630,1800,54869,23881,271,predictive,41,80.6,27.8,55.0,5.14,1.62,63.4,74.7,63.7,4.15,40.0,3.03,13.25,384.0,963.3,0.81,1
EQ-000625,pump,Flowserve,SIN-04,A,160,3000,27717,3997,200,predictive,8,77.1,37.0,48.6,3.58,1.03,71.6,85.7,64.8,2.88,47.0,2.26,10.44,93.1,234.0,0.919,0
EQ-000626,motor,WEG,SIN-04,A,75,3000,64991,37462,204,predictive,19,47.2,18.6,84.5,3.85,1.04,49.2,54.0,43.8,2.77,39.0,2.18,12.02,31.7,71.2,0.869,0
EQ-000627,pump,ABB,JUB-03,A,160,3600,82941,45879,120,corrective,11,80.5,19.2,45.5,4.31,1.46,58.5,69.9,57.7,3.72,63.0,1.86,10.67,90.1,239.5,0.898,1
EQ-000628,motor,Siemens,HOU-01,C,400,3000,21936,9723,44,predictive,14,72.1,33.6,56.1,2.45,0.63,57.9,65.1,57.2,3.99,46.0,2.15,7.23,233.1,554.1,0.846,0
EQ-000629,pump,WEG,ROT-02,C,400,1800,26263,3581,148,preventive,9,80.4,32.6,88.7,3.16,1.05,63.9,75.8,65.3,3.22,30.0,1.5,11.84,236.8,614.6,0.872,0
EQ-000630,pump,Atlas-Copco,HOU-01,C,250,3600,7663,1624,286,predictive,10,63.9,22.8,65.5,3.32,1.0,47.7,59.8,46.7,3.3,31.0,1.76,8.73,135.9,302.9,0.823,0
EQ-000631,pump,Sulzer,JUB-03,B,22,3000,17425,5185,259,preventive,6,78.9,27.2,85.3,4.76,1.11,62.0,73.6,55.1,4.46,45.0,2.34,7.47,22.3,33.0,0.901,0
EQ-000632,motor,KSB,JUB-03,B,110,1500,75983,40935,24,corrective,11,84.0,23.6,48.0,3.15,0.85,59.7,71.6,55.4,3.46,52.0,2.37,11.69,67.0,177.1,0.932,0
EQ-000633,pump,Flowserve,ROT-02,B,45,3600,24733,12465,508,preventive,12,64.3,19.7,42.1,3.57,0.89,54.3,53.5,46.4,3.65,49.0,2.09,5.81,19.4,59.3,0.816,0
EQ-000634,pump,ABB,ROT-02,B,75,3600,47899,39672,306,preventive,12,88.6,30.1,42.0,3.21,0.98,62.7,76.9,56.4,3.92,43.0,1.37,11.03,36.6,124.8,0.851,0
EQ-000635,motor,WEG,HOU-01,C,75,3600,25151,9590,100,corrective,16,89.7,26.8,59.3,2.12,0.39,60.9,71.9,57.8,2.95,42.0,1.64,4.9,62.7,127.4,0.815,0
EQ-000636,pump,WEG,JUB-03,B,250,3000,47307,10800,350,preventive,11,75.5,30.3,93.7,3.9,1.15,59.0,69.1,48.7,3.32,54.0,2.37,11.27,140.7,358.2,0.793,0
EQ-000637,motor,Atlas-Copco,JUB-03,B,400,1800,17802,12668,284,corrective,10,78.8,28.5,46.8,2.12,0.34,56.2,62.4,53.8,2.88,44.0,1.92,9.71,247.1,600.0,0.903,0
EQ-000638,motor,Flowserve,SIN-04,B,45,1800,62630,41268,261,predictive,16,64.0,49.2,58.6,5.5,1.47,84.3,86.5,79.7,3.75,51.0,2.48,8.86,26.1,47.3,0.883,1
EQ-000639,motor,WEG,SIN-04,B,110,1800,33465,4858,429,preventive,13,73.4,34.4,33.7,3.46,0.97,70.5,83.2,64.1,3.26,34.0,1.71,8.49,85.9,159.9,0.896,0
EQ-000640,motor,Flowserve,SIN-04,C,45,3000,6936,1404,228,preventive,13,90.9,33.4,67.2,1.77,0.48,64.8,82.6,57.7,2.47,,1.56,7.31,14.4,82.6,0.933,0
EQ-000641,motor,Atlas-Copco,ANT-05,B,45,1500,47696,6503,353,preventive,18,74.2,39.2,29.4,3.48,0.98,74.2,86.3,72.7,3.47,55.0,1.43,9.9,26.9,61.8,0.9,0
EQ-000642,motor,Siemens,SIN-04,C,11,3000,53056,39219,66,preventive,11,81.2,28.2,50.7,3.7,1.19,64.7,78.5,57.3,3.71,42.0,2.44,9.66,28.8,25.8,0.863,0
EQ-000643,motor,Siemens,ANT-05,A,110,1800,23335,20720,416,preventive,14,80.1,37.6,,4.01,1.16,72.4,82.5,70.5,4.15,39.0,2.47,10.54,77.3,175.4,0.901,0
EQ-000644,pump,Siemens,SIN-04,B,250,1500,29557,3298,493,predictive,5,66.3,29.9,45.7,4.78,1.3,61.9,74.5,59.8,3.85,,1.44,9.39,112.8,306.7,0.868,0
EQ-000645,motor,KSB,HOU-01,B,110,3600,66749,6752,28,predictive,10,61.1,28.8,28.4,2.38,0.83,60.6,60.8,56.4,3.13,33.0,1.87,10.12,74.5,132.8,0.926,0
EQ-000646,pump,Flowserve,HOU-01,B,630,3600,44110,26730,114,corrective,12,57.7,34.8,57.4,3.59,0.97,66.6,76.1,61.3,4.33,40.0,1.98,8.52,378.2,690.5,0.829,0
EQ-000647,pump,KSB,HOU-01,A,11,1500,36615,23001,467,predictive,13,68.5,25.2,63.2,5.84,1.78,62.6,71.7,56.1,3.43,36.0,1.7,9.02,6.1,3.7,0.922,0
EQ-000648,compressor,KSB,HOU-01,C,160,3000,50162,49317,101,preventive,44,67.0,30.5,47.5,5.0,1.6,62.9,77.8,58.1,3.44,39.0,2.4,10.34,88.5,198.9,0.848,0
EQ-000649,pump,KSB,JUB-03,A,400,1800,61365,36454,9,corrective,11,78.1,22.0,56.7,4.13,1.29,50.6,62.5,43.2,3.51,54.0,2.74,11.44,225.4,587.8,0.875,0
EQ-000650,compressor,Flowserve,SIN-04,C,75,1500,48310,9093,361,predictive,53,74.0,39.7,48.8,3.84,0.95,74.3,79.6,66.8,4.51,42.0,1.92,11.53,55.7,97.8,0.816,0
EQ-000651,pump,WEG,HOU-01,A,630,1500,53995,49645,75,predictive,13,70.5,35.9,45.6,4.51,1.25,73.2,81.2,72.6,2.71,54.0,2.53,9.82,383.1,850.3,0.76,1
EQ-000652,compressor,WEG,ANT-05,A,400,1500,23607,17933,210,corrective,51,98.0,21.7,40.2,5.34,1.29,62.1,85.2,54.1,4.31,49.0,1.84,7.67,245.9,745.4,0.878,1
EQ-000653,motor,KSB,HOU-01,B,110,3000,25728,3669,440,preventive,6,87.8,19.9,50.5,4.48,1.27,57.5,76.4,50.6,3.38,35.0,2.22,12.79,80.0,179.6,0.871,0
EQ-000654,pump,Atlas-Copco,ROT-02,B,250,3000,68312,10234,384,preventive,10,85.6,37.2,50.6,3.61,0.76,71.5,77.4,68.9,3.34,34.0,2.46,11.42,151.5,412.3,0.839,0
EQ-000655,pump,Siemens,HOU-01,A,110,3000,18998,4478,496,preventive,11,57.0,11.4,42.2,4.88,1.21,38.3,43.6,32.9,3.73,46.0,2.78,7.25,74.7,115.6,0.957,0
EQ-000656,motor,WEG,SIN-04,A,75,1500,29817,9799,73,preventive,16,62.2,40.3,40.1,2.48,0.72,71.4,76.5,69.1,4.1,34.0,2.16,9.04,67.6,82.3,0.825,0
EQ-000657,pump,ABB,ROT-02,A,400,3000,42422,8649,43,preventive,14,107.8,28.7,26.2,2.54,0.57,65.5,86.0,64.1,4.42,33.0,2.15,13.6,238.1,823.8,0.859,0
EQ-000658,motor,Atlas-Copco,JUB-03,B,110,3600,38739,38287,226,preventive,5,88.5,28.3,35.4,4.19,1.09,65.7,75.3,64.3,4.01,59.0,2.38,14.31,67.0,180.0,0.935,0
EQ-000659,pump,Atlas-Copco,SIN-04,C,11,3600,65735,32401,221,preventive,8,79.1,26.3,71.9,4.77,1.26,64.9,78.0,57.6,3.08,55.0,2.42,9.27,5.0,27.6,0.869,0
EQ-000660,compressor,Siemens,HOU-01,A,630,3000,28606,3558,524,predictive,39,62.7,27.6,81.8,3.9,1.26,50.8,58.6,47.5,3.87,34.0,1.58,8.19,376.6,745.3,0.876,0
EQ-000661,motor,WEG,SIN-04,B,45,1500,71175,19567,400,preventive,14,74.8,33.7,38.3,3.79,1.07,68.5,73.2,60.2,4.07,54.0,2.38,12.2,38.9,66.0,0.881,0
EQ-000662,pump,ABB,ANT-05,A,400,1800,40191,13572,313,preventive,15,68.7,24.3,40.0,4.3,1.18,60.3,72.1,52.2,4.13,49.0,2.05,7.35,238.1,519.2,0.881,0
EQ-000663,pump,Sulzer,JUB-03,B,45,1500,4731,706,203,none,12,57.2,30.1,77.7,2.21,0.68,55.4,61.4,49.0,3.41,52.0,2.25,10.23,16.0,48.7,0.77,0
EQ-000664,motor,Flowserve,HOU-01,C,45,3000,49243,42896,537,predictive,8,47.4,34.5,60.0,5.04,1.47,61.1,61.9,56.7,2.83,57.0,1.28,8.78,5.0,31.6,0.895,0
EQ-000665,pump,WEG,ANT-05,C,45,1500,26263,17416,536,predictive,10,80.7,23.1,44.6,2.8,0.83,51.7,59.9,44.4,4.53,47.0,1.78,10.23,54.1,75.1,0.883,0
EQ-000666,motor,KSB,HOU-01,B,22,3000,54087,12200,288,preventive,10,77.4,31.2,66.6,2.69,0.66,68.0,79.2,59.5,2.44,34.0,2.4,8.76,27.6,30.3,0.871,0
EQ-000667,motor,WEG,HOU-01,A,45,1500,21619,7431,93,preventive,11,72.1,25.1,25.2,0.94,0.1,54.4,60.3,51.4,4.38,40.0,1.71,8.81,10.2,58.1,0.901,0
EQ-000668,compressor,Sulzer,JUB-03,C,22,1500,53781,24729,532,corrective,45,80.7,37.0,55.1,4.97,1.11,69.7,80.1,64.6,3.79,47.0,2.91,10.04,19.9,31.5,0.789,0
EQ-000669,motor,Siemens,ANT-05,C,45,3000,8485,2010,232,preventive,8,89.3,22.0,25.8,1.52,0.53,58.1,65.1,51.2,4.23,47.0,1.88,7.22,27.3,68.3,0.886,0
EQ-000670,compressor,Atlas-Copco,ROT-02,B,75,1500,16254,10697,134,preventive,42,72.5,35.9,95.0,4.13,1.26,62.0,70.6,59.1,4.29,42.0,1.71,11.13,36.4,99.5,0.885,0
EQ-000671,pump,Sulzer,ROT-02,B,110,3000,24274,7416,422,preventive,15,80.7,25.8,73.8,4.1,1.25,59.6,75.3,56.0,3.28,51.0,2.04,9.38,66.7,167.9,0.921,0
EQ-000672,motor,ABB,JUB-03,B,630,1500,59070,33506,470,predictive,10,70.1,32.2,54.4,4.32,1.24,58.8,71.3,50.3,3.03,53.0,2.23,9.64,405.2,844.5,0.951,0
EQ-000673,motor,Siemens,HOU-01,B,22,3000,10756,1904,487,none,15,80.3,18.7,49.5,3.15,1.04,47.5,62.6,44.3,3.1,37.0,2.38,12.03,5.0,29.4,0.851,0
EQ-000674,motor,WEG,ANT-05,C,11,3000,67737,20245,154,predictive,13,90.2,20.7,55.2,4.19,1.15,56.7,67.4,51.8,2.84,39.0,1.99,6.87,7.7,28.4,0.898,0
EQ-000675,motor,KSB,JUB-03,C,110,3600,22931,20319,244,preventive,8,70.5,23.1,56.6,2.72,0.67,60.1,68.0,53.0,2.9,38.0,1.75,12.66,70.7,153.3,0.876,0
EQ-000676,pump,KSB,HOU-01,C,250,1800,66913,66373,426,corrective,9,77.5,18.9,52.1,7.39,1.91,63.2,69.1,59.8,4.38,49.0,2.76,9.14,160.0,364.1,0.847,0
EQ-000677,motor,Siemens,SIN-04,C,160,3600,55252,41443,473,preventive,8,77.4,16.2,43.3,4.89,1.23,56.3,67.8,51.1,2.6,62.0,1.67,10.95,104.8,241.1,0.826,0
EQ-000678,pump,Flowserve,ROT-02,A,110,1500,67904,18892,533,corrective,18,77.0,34.0,46.9,5.14,1.44,67.2,74.8,60.7,3.3,,2.48,11.07,96.3,174.9,0.946,0
EQ-000679,pump,Sulzer,SIN-04,B,22,3000,21812,10787,458,preventive,8,89.7,32.5,64.9,4.43,1.28,67.3,79.7,68.1,3.2,33.0,1.66,12.85,5.9,32.1,0.839,1
EQ-000680,pump,Sulzer,ROT-02,A,75,3000,62188,21324,163,corrective,15,69.5,15.8,50.8,4.41,1.36,50.3,59.8,43.9,4.05,46.0,1.9,10.63,38.0,93.8,0.906,0
EQ-000681,motor,KSB,HOU-01,C,250,1800,17625,7404,271,corrective,11,65.0,19.6,60.3,1.8,0.69,42.7,48.7,38.4,3.75,45.0,1.62,11.25,131.7,305.6,0.928,0
EQ-000682,compressor,Atlas-Copco,SIN-04,A,250,3000,34948,12150,419,predictive,39,82.9,40.0,62.2,5.65,1.66,75.4,89.6,74.3,2.88,32.0,1.46,4.79,149.4,399.5,0.961,0
EQ-000683,motor,WEG,ROT-02,B,160,3000,45529,28509,66,predictive,11,93.4,23.0,43.9,4.62,1.32,54.7,69.8,50.5,2.32,58.0,2.05,10.1,86.6,284.9,0.949,0
EQ-000684,motor,Flowserve,HOU-01,A,630,3600,31357,17724,308,preventive,11,70.1,29.6,56.9,3.76,1.13,65.1,77.6,56.8,3.74,49.0,1.97,9.24,378.4,842.9,0.946,0
EQ-000685,compressor,Siemens,HOU-01,A,110,1500,41394,27435,528,corrective,56,61.5,25.9,73.3,6.45,1.84,60.0,64.8,54.3,3.95,,2.53,8.54,66.9,135.1,0.983,1
EQ-000686,compressor,ABB,ROT-02,B,75,1500,67910,18999,91,predictive,51,75.7,20.6,60.2,3.5,1.15,46.4,55.1,42.4,4.08,49.0,2.04,7.7,30.3,116.4,0.954,0
EQ-000687,motor,KSB,ROT-02,A,11,1800,9455,4722,341,preventive,13,75.3,26.7,48.4,2.81,0.85,59.3,75.0,53.9,3.96,45.0,2.62,7.1,5.0,12.3,0.919,0
EQ-000688,motor,KSB,JUB-03,B,250,3000,18921,18227,229,corrective,8,84.3,34.6,48.5,3.15,0.74,66.2,74.5,66.2,3.42,55.0,2.33,9.81,150.1,404.0,0.936,0
EQ-000689,motor,WEG,ROT-02,B,160,1500,61437,12576,507,predictive,10,99.2,25.0,39.8,3.8,1.1,64.3,81.6,60.8,3.88,48.0,2.42,7.93,113.5,304.3,0.905,1
EQ-000690,pump,KSB,HOU-01,C,160,3600,73629,52805,469,preventive,11,88.2,25.7,66.1,6.27,1.81,63.4,75.3,57.7,2.59,63.0,2.66,12.37,73.4,252.9,0.849,1
EQ-000691,motor,Atlas-Copco,JUB-03,B,75,3000,84512,80007,340,corrective,14,80.0,38.0,52.3,5.35,1.56,80.1,84.8,75.2,3.88,56.0,1.7,11.15,57.2,102.5,0.832,0
EQ-000692,compressor,WEG,JUB-03,A,75,1500,51519,14299,153,predictive,46,67.2,25.0,58.9,4.24,1.42,56.8,60.9,51.1,3.6,45.0,1.35,12.03,49.3,95.2,0.827,0
EQ-000693,pump,Sulzer,JUB-03,B,11,1500,38810,14109,446,predictive,14,70.5,28.4,56.0,4.69,1.35,60.9,72.4,63.0,3.58,48.0,2.0,8.2,5.0,13.5,0.903,1
EQ-000694,pump,KSB,SIN-04,C,160,3000,65042,49846,237,corrective,8,61.2,28.0,80.0,5.11,1.62,63.1,70.1,56.5,3.16,47.0,1.3,5.62,91.2,180.9,0.93,0
EQ-000695,compressor,Flowserve,HOU-01,C,11,1800,17478,6717,382,preventive,36,79.5,28.0,46.9,5.39,1.4,59.6,72.5,53.9,3.53,34.0,1.98,9.23,5.0,16.0,0.907,0
EQ-000696,motor,Flowserve,JUB-03,A,22,1500,84629,70248,358,corrective,10,67.9,24.4,53.8,5.95,1.71,65.6,77.8,66.8,4.0,63.0,1.46,8.4,5.0,27.1,0.797,1
EQ-000697,motor,WEG,ANT-05,A,11,1500,64176,45621,236,preventive,19,82.1,43.7,57.6,4.18,1.29,82.0,97.4,82.5,2.35,60.0,2.29,9.81,16.3,14.6,0.856,1
EQ-000698,pump,Sulzer,JUB-03,C,160,1500,68595,13332,254,none,8,83.6,32.6,67.0,4.2,1.11,65.1,78.9,60.0,4.35,50.0,2.47,11.33,105.6,251.3,0.813,0
EQ-000699,motor,KSB,JUB-03,C,630,1500,77551,63596,257,none,16,75.9,39.4,47.5,5.71,1.78,79.1,83.3,71.4,3.13,51.0,2.64,8.62,386.9,902.2,0.895,1
EQ-000700,compressor,Siemens,SIN-04,A,250,1800,28381,12428,414,corrective,42,71.6,20.7,38.4,5.74,1.43,56.0,65.7,54.4,4.5,32.0,2.11,12.05,141.9,348.1,0.879,0
EQ-000701,motor,Siemens,ANT-05,B,22,3600,13229,6030,387,corrective,11,74.3,30.0,34.8,5.17,1.31,64.6,76.9,55.8,2.83,41.0,2.94,8.86,17.6,30.1,0.884,0
EQ-000702,pump,KSB,SIN-04,B,22,1500,14463,3666,518,corrective,9,69.5,33.9,61.9,3.46,1.05,68.1,78.4,63.9,3.49,36.0,1.78,7.42,5.0,26.6,0.853,0
EQ-000703,pump,Siemens,HOU-01,B,45,1500,44647,22507,148,preventive,9,65.2,23.3,58.0,3.45,0.93,55.3,61.2,53.2,3.93,38.0,2.06,8.63,35.0,58.7,0.847,0
EQ-000704,pump,Sulzer,SIN-04,B,22,3000,78437,17286,454,preventive,7,91.8,28.9,63.4,4.31,1.11,65.9,83.1,57.9,3.97,43.0,2.02,10.14,32.4,19.3,0.974,0
EQ-000705,motor,KSB,HOU-01,C,250,1800,78790,40246,282,preventive,16,71.8,29.9,58.2,4.57,1.66,69.1,76.2,66.0,4.68,43.0,2.61,14.07,137.5,343.6,0.801,0
EQ-000706,motor,Sulzer,ROT-02,C,400,3000,22724,7319,57,corrective,15,68.1,33.3,65.1,2.11,0.37,66.4,74.6,62.3,2.93,36.0,1.68,12.95,252.6,507.4,0.869,0
EQ-000707,compressor,Sulzer,ROT-02,A,11,1800,40301,7567,239,corrective,43,76.5,30.3,63.2,4.63,1.35,60.5,70.3,56.8,4.4,46.0,1.42,9.31,5.0,1.0,0.935,0
EQ-000708,motor,WEG,JUB-03,A,630,1500,17182,10990,448,preventive,9,88.1,35.6,59.9,4.24,0.99,68.3,75.4,65.0,2.44,,1.7,8.2,385.4,1050.6,0.873,0
EQ-000709,pump,ABB,HOU-01,B,22,1800,59649,33577,79,none,16,69.9,32.6,53.0,2.86,0.72,65.8,75.2,63.0,3.96,53.0,1.6,10.12,5.0,24.6,0.797,1
EQ-000710,pump,Flowserve,ANT-05,B,630,1500,60922,34545,327,predictive,23,44.7,15.2,57.0,4.83,1.34,45.2,53.1,39.7,3.66,38.0,2.25,9.51,386.7,541.9,0.845,0
EQ-000711,motor,Atlas-Copco,SIN-04,B,11,1500,15116,4770,240,none,7,69.3,37.2,66.5,1.96,0.46,66.5,67.1,63.8,3.61,35.0,1.79,6.98,22.4,14.3,0.827,0
EQ-000712,motor,Sulzer,ROT-02,A,400,1500,51118,28999,273,preventive,10,79.4,23.5,65.1,4.18,1.29,55.9,66.7,51.3,4.29,51.0,2.03,10.83,213.5,604.6,0.915,0
EQ-000713,motor,Flowserve,ANT-05,A,160,1800,55802,16540,79,corrective,11,70.0,28.8,64.7,2.6,0.56,54.4,61.7,48.6,2.84,45.0,1.68,7.85,96.8,214.1,0.801,0
EQ-000714,pump,Atlas-Copco,ROT-02,B,11,3000,71631,40222,113,corrective,9,84.5,27.1,56.2,3.97,1.13,63.8,77.2,64.0,3.24,43.0,1.39,10.72,5.0,8.2,0.846,0
EQ-000715,pump,Atlas-Copco,JUB-03,C,45,1500,51959,25120,81,corrective,18,80.6,27.4,49.7,1.9,0.49,57.6,66.6,55.0,2.79,45.0,1.76,6.23,27.7,74.3,0.955,0
EQ-000716,pump,Flowserve,HOU-01,B,75,1800,81341,48099,289,preventive,6,51.9,27.8,70.1,6.57,1.57,66.3,71.2,60.8,4.04,40.0,2.94,8.45,41.1,59.6,0.904,0
EQ-000717,motor,Flowserve,ANT-05,C,45,3000,18529,2530,469,preventive,15,66.8,27.1,41.0,3.75,1.13,58.5,61.8,51.6,3.81,43.0,1.43,8.46,5.0,57.7,0.792,0
EQ-000718,motor,Sulzer,ROT-02,B,400,1500,22580,7627,353,predictive,9,93.3,33.3,64.1,3.44,0.81,67.5,82.4,61.4,3.25,53.0,2.07,10.14,253.2,704.1,0.859,0
EQ-000719,motor,ABB,ROT-02,B,45,3600,10868,8817,146,predictive,13,69.7,22.0,52.9,1.57,0.46,50.1,57.5,50.3,2.71,35.0,2.15,10.51,44.3,58.4,0.825,0
EQ-000720,motor,Flowserve,JUB-03,B,110,1500,75819,23363,179,corrective,9,61.2,23.7,54.5,2.83,0.6,52.0,55.2,52.6,3.75,43.0,1.88,11.04,58.1,127.8,0.749,0
EQ-000721,pump,Siemens,HOU-01,B,400,3000,53993,45955,251,predictive,12,74.5,30.6,42.4,4.97,1.45,62.7,68.0,58.3,3.44,52.0,1.89,10.81,220.0,574.0,0.868,0
EQ-000722,motor,KSB,SIN-04,C,22,1800,53418,29194,329,predictive,15,89.2,20.2,64.3,4.03,1.29,59.7,81.6,56.7,3.8,48.0,2.14,10.14,32.5,34.1,0.916,0
EQ-000723,compressor,Sulzer,SIN-04,B,45,3000,15589,4335,10,preventive,46,74.2,41.0,69.1,4.1,0.96,76.5,91.9,67.4,3.21,53.0,1.97,9.0,25.5,64.2,0.811,0
EQ-000724,motor,Atlas-Copco,HOU-01,C,75,3000,31729,23461,107,preventive,13,64.6,26.2,18.0,3.07,0.89,57.3,64.2,48.7,3.41,37.0,1.69,8.58,47.0,100.9,0.826,0
EQ-000725,motor,Atlas-Copco,HOU-01,B,250,3000,64632,46267,512,preventive,10,93.8,36.9,54.8,5.29,1.28,76.6,91.0,71.1,3.65,55.0,2.16,9.25,149.7,446.0,0.935,1
EQ-000726,compressor,Sulzer,JUB-03,B,160,1500,11380,5130,77,preventive,35,74.1,27.2,35.5,3.52,1.07,57.1,71.1,54.8,3.38,41.0,1.99,9.81,106.2,226.3,,0
EQ-000727,motor,Siemens,JUB-03,B,22,1800,32592,6764,415,corrective,10,72.8,22.5,37.5,2.86,0.65,53.1,67.9,50.4,2.37,38.0,1.76,9.94,6.8,30.3,0.845,0
EQ-000728,motor,Sulzer,ANT-05,A,250,3600,49219,27341,45,corrective,11,56.3,29.1,50.2,2.78,0.78,56.7,62.4,56.4,3.55,53.0,2.15,10.37,147.6,258.7,0.845,0
EQ-000729,compressor,Atlas-Copco,JUB-03,B,45,1800,41353,41331,466,corrective,64,74.0,31.2,45.4,5.72,1.58,64.6,71.9,69.5,2.37,55.0,2.3,12.74,69.3,73.6,0.903,1
EQ-000730,motor,ABB,ANT-05,B,400,1800,77394,50117,150,preventive,13,58.0,25.9,68.1,3.26,0.92,54.8,56.0,51.7,2.66,55.0,1.75,10.03,224.1,444.7,0.86,0
EQ-000731,motor,Atlas-Copco,ANT-05,A,110,1500,46008,40069,452,predictive,7,73.3,12.4,82.7,5.55,1.7,51.8,61.6,44.7,2.99,40.0,1.17,11.32,56.5,151.0,0.897,0
EQ-000732,motor,Flowserve,JUB-03,B,250,1500,7742,2231,370,predictive,10,90.6,26.9,69.2,3.87,0.93,65.4,78.5,58.2,2.59,54.0,2.05,9.79,128.0,427.6,0.9,0
EQ-000733,pump,Siemens,HOU-01,A,22,1500,34726,7438,273,preventive,8,59.3,27.2,86.0,4.69,1.33,57.6,65.3,54.1,4.78,52.0,1.81,14.09,19.9,30.9,0.86,0
EQ-000734,pump,Flowserve,SIN-04,B,45,3000,82493,34322,510,preventive,15,65.1,20.9,56.5,4.93,1.42,52.2,60.3,47.3,3.3,52.0,2.31,10.04,20.3,51.7,0.853,0
EQ-000735,motor,ABB,SIN-04,B,45,3000,21844,15414,226,corrective,10,96.8,36.7,54.4,3.01,0.81,71.4,87.5,69.5,4.04,38.0,1.58,12.34,36.8,93.3,0.932,0
